X_Position,Y_Position,X_Velocity,Y_Velocity
-241.001343678775,722.6318660336442,-4.557357202601822,1.24008441375359
-387.8180967790191,374.56119125371947,-2.1732560198881457,1.7151829782984127
-269.93617435817333,153.5864997804382,-2.6329478716752592,4.250598252604064
-741.0258915995154,-422.2054708744705,-3.7089912947527672,-2.1063641694151043
279.28814027733836,-251.68777405525285,2.405303072111275,4.383436680424626
-239.9786978133911,725.3981904949272,-4.26389593943591,2.611358155761473
-86.31192795420782,121.98862712479819,-0.23552620215937103,4.994449660182429
45.696886934885256,162.46068129030456,-1.5363979112278146,-0.7091811792721239
42.24391257528761,301.9013170831071,-2.56126098251286,3.6411775887287754
91.94878011959231,-135.09124891514344,2.9534835832193265,4.034468332216022
-234.76607351077584,503.8529302955702,-4.272427646121192,2.5973759852318903
86.24510629410437,324.3152957271238,4.5435359039078875,2.0871706901688554
-235.9224052444537,502.36687099169075,-3.0978740994853258,1.7176241519627793
162.95018309220552,-203.63751035260142,4.151934509102076,-2.7859360782558
56.578418010543054,-194.69020068315618,4.296788964292541,2.556873989138658
-35.949285056862024,193.89830246019073,-2.127160422611812,1.0999930991554556
-235.2235370047085,502.5854277038802,-3.309613209707326,3.7478607767806382
175.34524847178437,-229.83573847371332,1.403691382108144,-0.759097246214488
-296.43937639689193,-800.4098167914966,-1.5857338832886314,-4.081681916448335
-36.50125063833774,-11.897916711678082,4.999961061502209,0.01973280166887857
-87.50111674881435,121.13745142109333,-1.0035230342200507,4.898259029470551
-370.87686298422005,-32.25347292091861,3.494676009988352,-3.5759249971457585
-431.2574341762466,228.03060690624787,2.614706806031827,4.261843300555623
246.6553810823856,-269.2585944960447,-2.3650847585822694,1.7698099442959518
-33.96012520877058,-11.523964298427373,4.974379039038855,0.5055226760204553
90.81089463529175,319.8966627999649,-2.394461778591206,4.389368153944921
42.42429672204106,298.5619000704812,-3.457877533649646,3.6115208655469564
43.24515486580826,285.8184979160673,-1.6775503509930578,2.6887825383962602
281.5294018750987,-250.8274499713019,2.9399039910093085,4.044374429209978
